date_of_count,id,latitude,location,longitude,street,total_passing_vehicle_volume,traffic_volume_count_location_address,vehicle_volume_by_each_direction_of_traffic
2006-10-11T02:00:00.000,645,41.9329,"{'type': 'Point', 'coordinates': [-87.746649, 41.9329]}",-87.746649,Cicero Ave,44000,2845 North,North Bound: 22100 / South Bound: 21900
2006-10-23T02:00:00.000,646,41.932527,"{'type': 'Point', 'coordinates': [-87.756461, 41.932527]}",-87.756461,Laramie Ave,15500,2836 North,East Bound: 7900 / West Bound: 7600
2006-10-25T02:00:00.000,647,41.939209000000005,"{'type': 'Point', 'coordinates': [-87.836148, 41.939209]}",-87.836148,Cumberland Ave,37700,3280 North,North Bound: 19200 / South Bound: 18500
2006-11-14T02:00:00.000,648,41.946244,"{'type': 'Point', 'coordinates': [-87.836483, 41.946244]}",-87.836483,Cumberland Ave,39400,3649 North,North Bound: 19100 / South Bound: 20300
2006-10-25T02:00:00.000,649,41.939539,"{'type': 'Point', 'coordinates': [-87.8068, 41.939539]}",-87.8068,Harlem Ave,28900,3250 North,North Bound: 15200 / South Bound: 13700
2006-10-25T02:00:00.000,650,41.94619,"{'type': 'Point', 'coordinates': [-87.822945, 41.94619]}",-87.82294499999999,Forest Preserve Ave,16000,7825 West,East Bound: 7500 / West Bound: 8500
2006-10-25T02:00:00.000,651,41.946811,"{'type': 'Point', 'coordinates': [-87.796043, 41.946811]}",-87.79604300000001,Oak Park Ave,18800,3647 North,North Bound: 9600 / South Bound: 9200
2006-11-13T02:00:00.000,652,41.947672,"{'type': 'Point', 'coordinates': [-87.766819, 41.947672]}",-87.766819,Central Ave,23800,3658 North,North Bound: 12300 / South Bound: 11500
2006-10-23T02:00:00.000,653,41.946687,"{'type': 'Point', 'coordinates': [-87.75694, 41.946687]}",-87.75694,Laramie Ave,16700,3620 North,North Bound: 8600 / South Bound: 8100
2006-10-11T02:00:00.000,654,41.940497,"{'type': 'Point', 'coordinates': [-87.746913, 41.940497]}",-87.746913,Cicero Ave,40600,3255 North,North Bound: 20900 / South Bound: 19700
2006-10-11T02:00:00.000,655,41.947548,"{'type': 'Point', 'coordinates': [-87.747128, 41.947548]}",-87.747128,Cicero Ave,38500,3647 North,North Bound: 20700 / South Bound: 17800
2006-08-23T02:00:00.000,656,41.946769,"{'type': 'Point', 'coordinates': [-87.736449, 41.946769]}",-87.736449,Milwaukee Ave,14400,3628 North,North Bound: 6500 / South Bound: 7900
2006-12-11T02:00:00.000,657,41.940356,"{'type': 'Point', 'coordinates': [-87.707649, 41.940356]}",-87.707649,Kedzie Ave,15000,3235 North,North Bound: 6900 / South Bound: 8100
2006-09-18T02:00:00.000,658,41.940326,"{'type': 'Point', 'coordinates': [-87.69968, 41.940326]}",-87.69968,Elston Ave,14800,3249 North,North Bound: 7500 / South Bound: 7300
2006-10-09T02:00:00.000,659,41.940634,"{'type': 'Point', 'coordinates': [-87.697862, 41.940634]}",-87.697862,California Ave,11900,3242 North,North Bound: 5900 / South Bound: 6000
2006-10-24T02:00:00.000,660,41.940366,"{'type': 'Point', 'coordinates': [-87.688076, 41.940366]}",-87.688076,Western Ave (over pass),32100,3260 North,North Bound: 15700 / South Bound: 16400
2006-08-16T02:00:00.000,661,41.940256,"{'type': 'Point', 'coordinates': [-87.678374, 41.940256]}",-87.678374,Damen Ave,17000,3220 North,North Bound: 8900 / South Bound: 8100
2006-10-04T02:00:00.000,662,41.940796,"{'type': 'Point', 'coordinates': [-87.654132, 41.940796]}",-87.65413199999999,Sheffield Ave,9500,3228 North,North Bound: 5000 / South Bound: 4500
2006-10-16T02:00:00.000,663,41.940877,"{'type': 'Point', 'coordinates': [-87.649294, 41.940877]}",-87.649294,Halsted St,22100,3232 North,North Bound: 11700 / South Bound: 10400
2006-09-18T02:00:00.000,664,41.949054,"{'type': 'Point', 'coordinates': [-87.643703, 41.949054]}",-87.643703,Lake Shore Inner Dr,18900,3620 North,North Bound: 6100 / South Bound: 12800
2006-10-16T02:00:00.000,665,41.948384999999995,"{'type': 'Point', 'coordinates': [-87.647898, 41.948385]}",-87.647898,Broadway,10100,3636 North,North Bound: 5500 / South Bound: 4600
2006-10-18T02:00:00.000,666,41.948965,"{'type': 'Point', 'coordinates': [-87.649538, 41.948965]}",-87.649538,Halsted St,16100,3654 North,North Bound: 7800 / South Bound: 8300
2006-07-26T02:00:00.000,667,41.94979,"{'type': 'Point', 'coordinates': [-87.658602, 41.94979]}",-87.658602,Clark St,12600,3733 North,North Bound: 6000 / South Bound: 6600
2006-08-29T02:00:00.000,668,41.947751000000004,"{'type': 'Point', 'coordinates': [-87.668879, 41.947751]}",-87.668879,Ashland Ave,32100,3625 North,North Bound: 15400 / South Bound: 16700
2006-10-10T02:00:00.000,669,41.954774,"{'type': 'Point', 'coordinates': [-87.78662, 41.954774]}",-87.78662,Narragansett Ave,26800,4065 North,North Bound: 12600 / South Bound: 14200
2006-08-09T02:00:00.000,670,41.955093,"{'type': 'Point', 'coordinates': [-87.747349, 41.955093]}",-87.747349,Cicero Ave,31500,4055 North,North Bound: 15800 / South Bound: 15700
2006-09-18T02:00:00.000,671,41.955447,"{'type': 'Point', 'coordinates': [-87.727666, 41.955447]}",-87.727666,Pulaski Rd,21100,4059 North,North Bound: 11600 / South Bound: 9500
2006-08-10T02:00:00.000,672,41.954747999999995,"{'type': 'Point', 'coordinates': [-87.720647, 41.954748]}",-87.720647,Elston Ave,20200,4050 North,North Bound: 9300 / South Bound: 10900
2006-08-16T02:00:00.000,673,41.963060999999996,"{'type': 'Point', 'coordinates': [-87.679019, 41.963061]}",-87.679019,Damen Ave,13000,4453 North,North Bound: 6700 / South Bound: 6300
2006-08-29T02:00:00.000,674,41.955360999999996,"{'type': 'Point', 'coordinates': [-87.669076, 41.955361]}",-87.669076,Ashland Ave,33400,4034 North,North Bound: 15700 / South Bound: 17700
2006-10-04T02:00:00.000,675,41.963669,"{'type': 'Point', 'coordinates': [-87.649966, 41.963669]}",-87.649966,Clarendon St,4700,4472 North,North Bound: 2500 / South Bound: 2200
2006-08-29T02:00:00.000,676,41.962457,"{'type': 'Point', 'coordinates': [-87.654755, 41.962457]}",-87.65475500000001,Sheridan Rd,7500,4421 North,North Bound: 3400 / South Bound: 4100
2006-10-05T02:00:00.000,677,41.962267,"{'type': 'Point', 'coordinates': [-87.727863, 41.962267]}",-87.727863,Pulaski Rd,27300,4445 North,North Bound: 13800 / South Bound: 13500
2007-01-09T02:00:00.000,678,41.96815,"{'type': 'Point', 'coordinates': [-87.760968, 41.96815]}",-87.760968,Milwaukee Ave,27600,4810 North,North Bound: 11600 / South Bound: 16000
2006-08-22T02:00:00.000,679,41.970015999999994,"{'type': 'Point', 'coordinates': [-87.787986, 41.970016]}",-87.787986,Nagle Ave,22700,4853 North,North Bound: 11300 / South Bound: 11400
2006-08-22T02:00:00.000,680,41.984243,"{'type': 'Point', 'coordinates': [-87.784632, 41.984243]}",-87.78463199999999,Northwest Hwy,9900,5659 North,North Bound: 4900 / South Bound: 5000
2006-08-10T02:00:00.000,682,41.975635,"{'type': 'Point', 'coordinates': [-87.752372, 41.975635]}",-87.752372,Elston Ave,18200,5217 North,North Bound: 9400 / South Bound: 8800
2006-08-24T02:00:00.000,683,41.976775,"{'type': 'Point', 'coordinates': [-87.708705, 41.976775]}",-87.70870500000001,Kedzie Ave,14700,5237 North,North Bound: 7700 / South Bound: 7000
2006-08-15T02:00:00.000,684,41.976828999999995,"{'type': 'Point', 'coordinates': [-87.689187, 41.976829]}",-87.689187,Western Ave,34600,5232 North,North Bound: 17000 / South Bound: 17600
2006-08-24T02:00:00.000,685,41.977627000000005,"{'type': 'Point', 'coordinates': [-87.659904, 41.977627]}",-87.659904,Broadway,25000,5243 North,North Bound: 12800 / South Bound: 12200
2006-08-24T02:00:00.000,686,41.986182,"{'type': 'Point', 'coordinates': [-87.660145, 41.986182]}",-87.660145,Broadway,25900,5725 North,North Bound: 10900 / South Bound: 15000
2006-08-22T02:00:00.000,687,41.992273,"{'type': 'Point', 'coordinates': [-87.689704, 41.992273]}",-87.689704,Western Ave,34600,6071 North,North Bound: 15900 / South Bound: 18700
2006-09-18T02:00:00.000,688,42.013319,"{'type': 'Point', 'coordinates': [-87.680974, 42.013319]}",-87.68097399999999,Rogers Ave,7600,7254 North,North Bound: 3700 / South Bound: 3900
2006-08-23T02:00:00.000,689,42.017888,"{'type': 'Point', 'coordinates': [-87.67569, 42.017888]}",-87.67569,Clark St,19900,7477 North,North Bound: 9700 / South Bound: 10200
2006-08-15T02:00:00.000,690,41.992962,"{'type': 'Point', 'coordinates': [-87.711563, 41.992962]}",-87.711563,Lincoln Ave,35600,6082 North,North Bound: 18100 / South Bound: 17500
2006-08-15T02:00:00.000,691,41.992042,"{'type': 'Point', 'coordinates': [-87.714036, 41.992042]}",-87.714036,Kimball Ave,15600,6067 North,North Bound: 7500 / South Bound: 8100
2006-08-15T02:00:00.000,693,41.998732000000004,"{'type': 'Point', 'coordinates': [-87.763298, 41.998732]}",-87.76329799999999,Central Ave,17500,6445 North,North Bound: 8800 / South Bound: 8700
2006-08-16T02:00:00.000,694,41.999165000000005,"{'type': 'Point', 'coordinates': [-87.806776, 41.999165]}",-87.806776,Harlem Ave,31800,6516 North,North Bound: 15400 / South Bound: 16400
2006-10-23T02:00:00.000,695,41.876982,"{'type': 'Point', 'coordinates': [-87.657007, 41.876982]}",-87.657007,Racine Ave,12500,324 South,North Bound: 7500 / South Bound: 5000
2006-09-19T02:00:00.000,696,41.879007,"{'type': 'Point', 'coordinates': [-87.626108, 41.879007]}",-87.626108,Wabash Ave,10900,220 South,South Bound: 10900/ Oneway South Bound 
2006-09-26T02:00:00.000,697,41.879529,"{'type': 'Point', 'coordinates': [-87.624351, 41.879529]}",-87.624351,Michigan Ave,39000,200 South,North Bound: 22400 / South Bound: 16600
2006-11-07T02:00:00.000,698,41.878842,"{'type': 'Point', 'coordinates': [-87.620705, 41.878842]}",-87.620705,Columbus Dr,30100,249 South,North Bound: 13900 / South Bound: 16200
2006-10-12T02:00:00.000,699,41.882384,"{'type': 'Point', 'coordinates': [-87.720836, 41.882384]}",-87.720836,Hamlin Ave,15500,114 North,North Bound: 8200 / South Bound: 7300
2006-10-04T02:00:00.000,700,41.886148,"{'type': 'Point', 'coordinates': [-87.725824, 41.886148]}",-87.725824,Pulaski Rd,24800,323 North,North Bound: 12000 / South Bound: 12800
2006-11-13T02:00:00.000,701,41.886115000000004,"{'type': 'Point', 'coordinates': [-87.71603, 41.886115]}",-87.71603,Central Park Ave,8800,267 North,North Bound: 4300 / South Bound: 4500
2006-09-27T02:00:00.000,702,41.88602,"{'type': 'Point', 'coordinates': [-87.711158, 41.88602]}",-87.711158,Homan Ave,12600,243 North,North Bound: 6300 / South Bound: 6300
2006-10-09T02:00:00.000,703,41.885154,"{'type': 'Point', 'coordinates': [-87.706241, 41.885154]}",-87.706241,Kedzie Ave,14500,222 North,North Bound: 7500 / South Bound: 7000
2006-10-24T02:00:00.000,704,41.885258,"{'type': 'Point', 'coordinates': [-87.686545, 41.885258]}",-87.686545,Western Ave,34400,220 North,North Bound: 16800 / South Bound: 17600
2006-08-16T02:00:00.000,705,41.885313000000004,"{'type': 'Point', 'coordinates': [-87.676747, 41.885313]}",-87.67674699999999,Damen Ave,20300,209 North,North Bound: 11400 / South Bound: 8900
2006-10-02T02:00:00.000,706,41.886044,"{'type': 'Point', 'coordinates': [-87.647485, 41.886044]}",-87.647485,Halsted St,20300,210 North,North Bound: 9400 / South Bound: 10900
2006-10-24T02:00:00.000,708,41.892395,"{'type': 'Point', 'coordinates': [-87.64944, 41.892395]}",-87.64944,Milwaukee Ave,11100,549 North,North Bound: 5100 / South Bound: 6000
2006-09-19T02:00:00.000,709,41.893693,"{'type': 'Point', 'coordinates': [-87.626772, 41.893693]}",-87.626772,Wabash Ave,7400,640 North,South Bound: 7400/ Oneway South Bound 
2006-09-18T02:00:00.000,710,41.897791999999995,"{'type': 'Point', 'coordinates': [-87.647818, 41.897792]}",-87.647818,Halsted St,23100,840 North,North Bound: 11200 / South Bound: 11900
2006-09-27T02:00:00.000,711,41.903995,"{'type': 'Point', 'coordinates': [-87.711714, 41.903995]}",-87.711714,Homan Ave,8900,1240 North,North Bound: 4300 / South Bound: 4600
2006-09-01T02:00:00.000,712,41.903946999999995,"{'type': 'Point', 'coordinates': [-87.687051, 41.903947]}",-87.687051,Western Ave,38100,1231 North,North Bound: 19400 / South Bound: 18700
2006-10-23T02:00:00.000,714,41.904483,"{'type': 'Point', 'coordinates': [-87.640587, 41.904483]}",-87.640587,Clybourn Ave,15000,1230 North,North Bound: 7800 / South Bound: 7200
2006-09-20T02:00:00.000,715,41.897746999999995,"{'type': 'Point', 'coordinates': [-87.631275, 41.897747]}",-87.631275,Clark St,16500,835 North,South Bound: 16500/ Oneway South Bound 
2006-10-12T02:00:00.000,716,41.912883,"{'type': 'Point', 'coordinates': [-87.634765, 41.912883]}",-87.634765,Wells St,10700,1667 North,North Bound: 4600 / South Bound: 6100
2006-10-04T02:00:00.000,717,41.912849,"{'type': 'Point', 'coordinates': [-87.638637, 41.912849]}",-87.638637,Sedgwick St,5700,1665 North,North Bound: 3500 / South Bound: 2200
2006-08-24T02:00:00.000,718,41.693283,"{'type': 'Point', 'coordinates': [-87.661875, 41.693283]}",-87.661875,Ashland Ave,2000,11021 South,North Bound: 2000 / / Oneway North Bound
2006-08-22T02:00:00.000,719,41.975916,"{'type': 'Point', 'coordinates': [-87.787866, 41.975916]}",-87.78786600000001,Nagle Ave,18300,5205 North,North Bound: 9400 / South Bound: 8900
2006-10-10T02:00:00.000,720,41.968461,"{'type': 'Point', 'coordinates': [-87.784013, 41.968461]}",-87.784013,Gunnison St,12300,6221 West,East Bound: 6400 / West Bound: 5900
2006-10-23T02:00:00.000,721,41.921271000000004,"{'type': 'Point', 'coordinates': [-87.779472, 41.921271]}",-87.779472,Grand Ave,22800,6135 West,East Bound: 9700 / West Bound: 13100
2006-08-17T02:00:00.000,722,41.9237,"{'type': 'Point', 'coordinates': [-87.784023, 41.9237]}",-87.784023,Fullerton Ave,30300,6325 West,East Bound: 15000 / West Bound: 15300
2006-10-16T02:00:00.000,723,41.938356,"{'type': 'Point', 'coordinates': [-87.783382, 41.938356]}",-87.78338199999999,Belmont Ave,24400,6257 West,East Bound: 12900 / West Bound: 11500
2006-11-07T02:00:00.000,724,41.945751,"{'type': 'Point', 'coordinates': [-87.778573, 41.945751]}",-87.778573,Addison St,24200,6050 West,East Bound: 11800 / West Bound: 12400
2006-08-24T02:00:00.000,725,41.952978,"{'type': 'Point', 'coordinates': [-87.781878, 41.952978]}",-87.781878,Irving Park Rd,31000,6204 West,East Bound: 14300 / West Bound: 16700
2006-08-10T02:00:00.000,726,41.930915,"{'type': 'Point', 'coordinates': [-87.792906, 41.930915]}",-87.792906,Diversey Ave,23900,6656 West,East Bound: 12400 / West Bound: 11500
2006-10-25T02:00:00.000,727,41.915365,"{'type': 'Point', 'coordinates': [-87.794984, 41.915365]}",-87.794984,Oak Park Ave,13000,1928 North,North Bound: 6500 / South Bound: 6500
2006-10-18T02:00:00.000,729,41.90909,"{'type': 'Point', 'coordinates': [-87.789897, 41.90909]}",-87.789897,North Ave,41700,6570 West,East Bound: 21600 / West Bound: 20100
2006-11-14T02:00:00.000,730,41.882936,"{'type': 'Point', 'coordinates': [-87.659747, 41.882936]}",-87.659747,Washington St,5900,1300 West,East Bound: 5900 / / Oneway East Bound
2006-10-05T02:00:00.000,731,41.88422,"{'type': 'Point', 'coordinates': [-87.658216, 41.88422]}",-87.65821600000001,Randolph St,6000,1234 West,West Bound: 6000/ Oneway West Bound
2007-01-09T02:00:00.000,733,41.893306,"{'type': 'Point', 'coordinates': [-87.628117, 41.893306]}",-87.628117,State St,23100,645 North,North Bound: 10500 / South Bound: 12600
2006-09-21T02:00:00.000,734,41.893609000000005,"{'type': 'Point', 'coordinates': [-87.63265, 41.893609]}",-87.63265,La Salle St,39000,640 North,North Bound: 21100 / South Bound: 17900
2006-09-20T02:00:00.000,735,41.893431,"{'type': 'Point', 'coordinates': [-87.629699, 41.893431]}",-87.629699,Dearborn St,16400,635 North,North Bound: 16400 / / Oneway North Bound 
2006-09-28T02:00:00.000,736,41.89363,"{'type': 'Point', 'coordinates': [-87.631177, 41.89363]}",-87.63117700000001,Clark St,21200,641 North,South Bound: 21200/ Oneway South Bound 
2006-09-20T02:00:00.000,737,41.893370000000004,"{'type': 'Point', 'coordinates': [-87.634114, 41.89337]}",-87.634114,Wells St,9400,633 North,South Bound: 9400/ Oneway South Bound 
2006-08-15T02:00:00.000,738,42.004571999999996,"{'type': 'Point', 'coordinates': [-87.818987, 42.004572]}",-87.81898699999999,Northwest Hwy,16100,6805 North,North Bound: 7500 / South Bound: 8600
2006-09-12T02:00:00.000,740,41.844157,"{'type': 'Point', 'coordinates': [-87.731356, 41.844157]}",-87.731356,26th St,8400,4306 West,East Bound: 4500 / West Bound: 3900
2006-11-08T02:00:00.000,741,41.917095,"{'type': 'Point', 'coordinates': [-87.732056, 41.917095]}",-87.732056,Armitage Ave,17700,4212 West,East Bound: 9200 / West Bound: 8500
2006-09-21T02:00:00.000,742,41.885449,"{'type': 'Point', 'coordinates': [-87.632438, 41.885449]}",-87.632438,La Salle St,22800,180 North,North Bound: 12300 / South Bound: 10500
2006-11-07T02:00:00.000,743,41.88535,"{'type': 'Point', 'coordinates': [-87.626269, 41.88535]}",-87.626269,Wabash Ave,8200,180 North,South Bound: 8200/ Oneway South Bound 
2006-09-26T02:00:00.000,744,41.884893,"{'type': 'Point', 'coordinates': [-87.629469, 41.884893]}",-87.629469,Dearborn St,14100,163 North,North Bound: 14100 / / Oneway North Bound 
2006-09-28T02:00:00.000,745,41.885107,"{'type': 'Point', 'coordinates': [-87.630954, 41.885107]}",-87.630954,Clark St,14500,175 North,South Bound: 14500/ Oneway South Bound 
2006-09-19T02:00:00.000,746,41.885249,"{'type': 'Point', 'coordinates': [-87.633916, 41.885249]}",-87.633916,Wells St,10600,176 North,South Bound: 10600/ Oneway South Bound 
2006-11-07T02:00:00.000,747,41.884873999999996,"{'type': 'Point', 'coordinates': [-87.635389, 41.884874]}",-87.635389,Franklin St,16800,162 North,North Bound: 16800 / / Oneway North Bound
2006-10-02T02:00:00.000,748,41.8848,"{'type': 'Point', 'coordinates': [-87.642746, 41.8848]}",-87.642746,Jefferson St,8300,156 North,North Bound: 8300 / / Oneway North Bound
2006-10-02T02:00:00.000,749,41.885696,"{'type': 'Point', 'coordinates': [-87.644242, 41.885696]}",-87.644242,Des Plaines St,7300,186 North,South Bound: 7300/ Oneway South Bound
2006-10-18T02:00:00.000,750,41.722916999999995,"{'type': 'Point', 'coordinates': [-87.538618, 41.722917]}",-87.538618,95Th St,14500,3506 East,East Bound: 7200 / West Bound: 7300
2006-10-18T02:00:00.000,751,41.690863,"{'type': 'Point', 'coordinates': [-87.540104, 41.690863]}",-87.540104,Avenue O,16000,11233 South,North Bound: 8100 / South Bound: 7900
2006-10-04T02:00:00.000,752,41.706016999999996,"{'type': 'Point', 'coordinates': [-87.606829, 41.706017]}",-87.606829,Cottage Grove Ave,13700,10347 South,North Bound: 7400 / South Bound: 6300
2006-10-04T02:00:00.000,753,41.716726,"{'type': 'Point', 'coordinates': [-87.604408, 41.716726]}",-87.60440799999999,Cottage Grove Ave,14000,9761 South,North Bound: 7400 / South Bound: 6600
2006-10-18T02:00:00.000,755,41.727211,"{'type': 'Point', 'coordinates': [-87.551189, 41.727211]}",-87.55118900000001,Commercial Ave,14500,9233 South,North Bound: 7500 / South Bound: 7000
2006-12-19T02:00:00.000,757,41.764407,"{'type': 'Point', 'coordinates': [-87.605533, 41.764407]}",-87.605533,Cottage Grove Ave,21400,7150 South,North Bound: 9500 / South Bound: 11900
2006-09-12T02:00:00.000,758,41.778426,"{'type': 'Point', 'coordinates': [-87.800934, 41.778426]}",-87.800934,Harlem Ave,58100,6336 South,North Bound: 29000 / South Bound: 29100
2006-09-12T02:00:00.000,759,41.777058000000004,"{'type': 'Point', 'coordinates': [-87.761684, 41.777058]}",-87.761684,Central Ave,15700,6335 South,North Bound: 7200 / South Bound: 8500
2006-10-11T02:00:00.000,760,41.778712,"{'type': 'Point', 'coordinates': [-87.69338, 41.778712]}",-87.69338,California Ave,16600,6312 South,North Bound: 6700 / South Bound: 9900
2006-09-14T02:00:00.000,762,41.836244,"{'type': 'Point', 'coordinates': [-87.724337, 41.836244]}",-87.724337,Pulaski Rd,29500,3121 South,North Bound: 15400 / South Bound: 14100
2006-08-17T02:00:00.000,763,41.851171,"{'type': 'Point', 'coordinates': [-87.675811, 41.851171]}",-87.675811,Damen Ave,24000,2235 South,North Bound: 12900 / South Bound: 11100
2006-09-14T02:00:00.000,764,41.857335,"{'type': 'Point', 'coordinates': [-87.710287, 41.857335]}",-87.710287,Homan Ave,5100,1659 South,North Bound: 3200 / South Bound: 1900
2006-10-18T02:00:00.000,765,41.875738,"{'type': 'Point', 'coordinates': [-87.764697, 41.875738]}",-87.764697,Central Ave,26600,323 South,North Bound: 12800 / South Bound: 13800
2006-10-23T02:00:00.000,766,41.909168,"{'type': 'Point', 'coordinates': [-87.755815, 41.909168]}",-87.755815,Laramie Ave,18400,1548 North,North Bound: 8400 / South Bound: 10000
2006-10-26T02:00:00.000,768,41.92351,"{'type': 'Point', 'coordinates': [-87.658394, 41.92351]}",-87.658394,Racine Ave,13000,2300 North,North Bound: 7500 / South Bound: 5500
2006-10-09T02:00:00.000,769,41.923889,"{'type': 'Point', 'coordinates': [-87.70229, 41.923889]}",-87.70229,Sacramento Ave,18400,2318 North,North Bound: 9800 / South Bound: 8600
2006-10-25T02:00:00.000,770,41.931002,"{'type': 'Point', 'coordinates': [-87.785687, 41.931002]}",-87.785687,Narragansett Ave,23700,2761 North,North Bound: 11100 / South Bound: 12600
2006-11-14T02:00:00.000,771,41.931151,"{'type': 'Point', 'coordinates': [-87.726959, 41.931151]}",-87.726959,Pulaski Rd,26500,2739 North,North Bound: 12600 / South Bound: 13900
2006-11-09T02:00:00.000,772,41.931822,"{'type': 'Point', 'coordinates': [-87.648979, 41.931822]}",-87.648979,Halsted St,14500,2708 North,North Bound: 7200 / South Bound: 7300
2006-08-22T02:00:00.000,773,41.938251,"{'type': 'Point', 'coordinates': [-87.72247, 41.938251]}",-87.72247,Milwaukee Ave,16800,3152 North,North Bound: 7000 / South Bound: 9800
2006-10-16T02:00:00.000,774,41.946355,"{'type': 'Point', 'coordinates': [-87.646666, 41.946355]}",-87.646666,Broadway,14700,3531 North,North Bound: 6200 / South Bound: 8500
2006-09-18T02:00:00.000,775,41.966963,"{'type': 'Point', 'coordinates': [-87.708429, 41.966963]}",-87.70842900000001,Kedzie Ave,15500,4710 North,North Bound: 8100 / South Bound: 7400
2006-08-17T02:00:00.000,776,41.966794,"{'type': 'Point', 'coordinates': [-87.846567, 41.966794]}",-87.84656700000001,East River Rd,14000,4762 North,North Bound: 6500 / South Bound: 7500
2006-08-16T02:00:00.000,777,41.982087,"{'type': 'Point', 'coordinates': [-87.846432, 41.982087]}",-87.846432,East River Rd,25300,5653 North,North Bound: 12100 / South Bound: 13200
2006-08-08T02:00:00.000,778,41.986165,"{'type': 'Point', 'coordinates': [-87.748308, 41.986165]}",-87.748308,Cicero Ave,22700,5800 North,North Bound: 11500 / South Bound: 11200
2006-08-16T02:00:00.000,779,41.982351,"{'type': 'Point', 'coordinates': [-87.693821, 41.982351]}",-87.693821,Lincoln  Ave,24400,5543 North,North Bound: 12000 / South Bound: 12400
2006-08-25T02:00:00.000,780,42.004104,"{'type': 'Point', 'coordinates': [-87.670556, 42.004104]}",-87.670556,Ashland Ave,4800,6719 North,North Bound: 2700 / South Bound: 2100
2006-11-14T02:00:00.000,781,42.010697,"{'type': 'Point', 'coordinates': [-87.772707, 42.010697]}",-87.772707,Leigh Ave,8600,7127 North,North Bound: 4000 / South Bound: 4600
2006-08-15T02:00:00.000,782,41.995915000000004,"{'type': 'Point', 'coordinates': [-87.786522, 41.995915]}",-87.78652199999999,Milwaukee Ave,26800,6333 North,North Bound: 13300 / South Bound: 13500
2006-10-18T02:00:00.000,784,41.836451000000004,"{'type': 'Point', 'coordinates': [-87.626742, 41.836451]}",-87.62674200000001,State St,21800,3150 South,North Bound: 11100 / South Bound: 10700
2006-10-10T02:00:00.000,786,41.872254,"{'type': 'Point', 'coordinates': [-87.705864, 41.872254]}",-87.705864,Kedzie Ave,16300,715 South,North Bound: 8800 / South Bound: 7500
2006-10-12T02:00:00.000,787,41.895238,"{'type': 'Point', 'coordinates': [-87.716306, 41.895238]}",-87.716306,Central Park Ave,10300,750 North,North Bound: 5200 / South Bound: 5100
2006-10-04T02:00:00.000,788,41.872493,"{'type': 'Point', 'coordinates': [-87.725399, 41.872493]}",-87.725399,Pulaski Rd,23700,700 South,North Bound: 13300 / South Bound: 10400
2006-09-27T02:00:00.000,789,41.876095,"{'type': 'Point', 'coordinates': [-87.710846, 41.876095]}",-87.71084599999999,Homan Ave,15000,338 South,North Bound: 7700 / South Bound: 7300
2006-11-01T02:00:00.000,790,41.884983,"{'type': 'Point', 'coordinates': [-87.676739, 41.884983]}",-87.676739,Damen Ave,18800,194 North,North Bound: 10400 / South Bound: 8400
2006-10-02T02:00:00.000,791,41.891011999999996,"{'type': 'Point', 'coordinates': [-87.644365, 41.891012]}",-87.64436500000001,Desplaines St,4500,465 North,North Bound: 2000 / South Bound: 2500
2006-10-09T02:00:00.000,792,41.893745,"{'type': 'Point', 'coordinates': [-87.70215, 41.893745]}",-87.70215,Sacramento Ave,21400,667 North,North Bound: 11100 / South Bound: 10300
2006-10-02T02:00:00.000,793,41.909315,"{'type': 'Point', 'coordinates': [-87.687195, 41.909315]}",-87.68719499999999,Western Ave,39400,1526 North,North Bound: 19600 / South Bound: 19800
2006-10-30T02:00:00.000,794,41.90238,"{'type': 'Point', 'coordinates': [-87.66496, 41.90238]}",-87.66496,Milwaukee Ave,14100,1136 North,North Bound: 6600 / South Bound: 7500
2006-10-31T02:00:00.000,795,41.896368,"{'type': 'Point', 'coordinates': [-87.620359, 41.896368]}",-87.620359,Fairbanks Ct,10700,745 North,North Bound: 6400 / South Bound: 4300
2006-09-27T02:00:00.000,796,41.902198999999996,"{'type': 'Point', 'coordinates': [-87.631399, 41.902199]}",-87.631399,Clark St,14100,1111 North,North Bound: 4500 / South Bound: 9600
2006-08-15T02:00:00.000,798,41.806868,"{'type': 'Point', 'coordinates': [-87.723555, 41.806868]}",-87.723555,Pulaski Rd,45700,4732 South,North Bound: 23900 / South Bound: 21800
2006-08-17T02:00:00.000,799,41.836927,"{'type': 'Point', 'coordinates': [-87.695017, 41.836927]}",-87.695017,California Ave,30800,3110 South,North Bound: 15900 / South Bound: 14900
2006-10-31T02:00:00.000,801,41.969120000000004,"{'type': 'Point', 'coordinates': [-87.652496, 41.96912]}",-87.652496,Lawrence Ave,14500,890 West,East Bound: 7700 / West Bound: 6800
2006-08-24T02:00:00.000,802,41.690212,"{'type': 'Point', 'coordinates': [-87.672221, 41.690212]}",-87.672221,Longwood Dr,5400,11159 South,North Bound: 2500 / South Bound: 2900
2006-08-29T02:00:00.000,803,41.954295,"{'type': 'Point', 'coordinates': [-87.668734, 41.954295]}",-87.668734,Irving Park Rd,29800,1527 West,East Bound: 15900 / West Bound: 13900
2006-09-27T02:00:00.000,804,41.875633,"{'type': 'Point', 'coordinates': [-87.628433, 41.875633]}",-87.628433,Congress Pkwy,62700,22 West,East Bound: 29900 / West Bound: 32800
2006-09-21T02:00:00.000,805,41.903929999999995,"{'type': 'Point', 'coordinates': [-87.629506, 41.90393]}",-87.629506,Division St,18700,20 West,East Bound: 9200 / West Bound: 9500
